Machine arg is, CH1
Machine arg is, CH1
started calculating filling for chemical potential and dispersion parameters TB_single_band..
Machine arg is, CH1
reading lattice from... ./Lattices/KgridX1200.npy
reading lattice from... ./Lattices/KgridY1200.npy
Machine arg is, CH1
reading lattice from... ./Lattices/KgridX1200.npy
reading lattice from... ./Lattices/KgridY1200.npy
norm of Dos, 42.97093206665365 45.58575006211245
sum of the hist, normed? 42.97093206665365
finished calculating filling for chemical potential
Filling: 0.06097483973436045 .... chemical potential: -233.10534693634725
Machine arg is, CH1
reading lattice from... ./Lattices/KgridX1200.npy
reading lattice from... ./Lattices/KgridY1200.npy
sum of the hist, normed? 0.9999999999999923
The fermi energy in mev is: 349.69071267816986, and in units of J: 33.81921786055801, the bandwidth is:494.39071566731144
starting contour.....
finished contour..... 2.812929630279541
Machine arg is, CH1
ED starting sampling in reciprocal space....
starting high res contour.....
attempting countour of size 20520
number of sheets..... 1
contour size before interpolation..... 25741
finished high res contour..... 55.80110263824463
range of angles from marching squares -3.141437150413398 3.1414371504133984
comparing volume elements 

0.006135923151542766
1.148576430038414e-05 1.1486114818030822e-05
shapes, are they adequate? (65537, 1025) 65537 1025
finished sampling in reciprocal space....t= 56.24719738960266  s


differentials, dr= 1.1486114818030822e-05   dth= 0.006135923151542766


energy at the point.. -0.46684050412863964 -0.8161238444984666  is  -3.537894173177847e-05
75 the points 7 chunk numtheads
starting with calculation of Sigma
60.806018114089966  seconds  -0.46684050412863964 -0.8161238444984666 0.0 0.31465494734079996
60.29705548286438  seconds  -0.46684050412863964 -0.8161238444984666 0.8 0.31496178858275636
57.54716610908508  seconds  -0.46684050412863964 -0.8161238444984666 1.6 0.314400437541006
63.7213134765625  seconds  -0.46684050412863964 -0.8161238444984666 2.4000000000000004 0.31406069449470725
60.97399687767029  seconds  -0.46684050412863964 -0.8161238444984666 3.2 0.3137039398480341
55.39856195449829  seconds  -0.46684050412863964 -0.8161238444984666 4.800000000000001 0.31287424471620023
60.90898132324219  seconds  -0.46684050412863964 -0.8161238444984666 4.0 0.31328554045621776
59.71908521652222  seconds  -0.46684050412863964 -0.8161238444984666 5.6000000000000005 0.31247759680683174
53.15508246421814  seconds  -0.46684050412863964 -0.8161238444984666 0.2 0.31431305199008747
53.83382749557495  seconds  -0.46684050412863964 -0.8161238444984666 1.0 0.3164197438443381
53.46527719497681  seconds  -0.46684050412863964 -0.8161238444984666 1.8 0.3146983343167262
53.668431520462036  seconds  -0.46684050412863964 -0.8161238444984666 2.6 0.31402019683103527
53.17876601219177  seconds  -0.46684050412863964 -0.8161238444984666 3.4000000000000004 0.3135894637758169
52.890846729278564  seconds  -0.46684050412863964 -0.8161238444984666 5.0 0.3127733820830845
53.799132108688354  seconds  -0.46684050412863964 -0.8161238444984666 4.2 0.3131792508071238
54.69584631919861  seconds  -0.46684050412863964 -0.8161238444984666 5.800000000000001 0.3123808152807014
55.77888107299805  seconds  -0.46684050412863964 -0.8161238444984666 0.4 0.3141280550187797
55.64141082763672  seconds  -0.46684050412863964 -0.8161238444984666 1.2000000000000002 0.3145408753920953
55.333455324172974  seconds  -0.46684050412863964 -0.8161238444984666 2.0 0.3143752126636813
54.75380611419678  seconds  -0.46684050412863964 -0.8161238444984666 2.8000000000000003 0.3139078371182637
54.45840668678284  seconds  -0.46684050412863964 -0.8161238444984666 3.6 0.3134980195567151
55.05805802345276  seconds  -0.46684050412863964 -0.8161238444984666 5.2 0.3126743618154814
54.17982530593872  seconds  -0.46684050412863964 -0.8161238444984666 4.4 0.3130760432835694
52.65721654891968  seconds  -0.46684050412863964 -0.8161238444984666 6.0 0.31228493430755594
54.08471131324768  seconds  -0.46684050412863964 -0.8161238444984666 0.6000000000000001 0.31512825977068004
53.69758486747742  seconds  -0.46684050412863964 -0.8161238444984666 1.4000000000000001 0.3146919321972976
54.6385772228241  seconds  -0.46684050412863964 -0.8161238444984666 2.2 0.3143929001329143
54.23590970039368  seconds  -0.46684050412863964 -0.8161238444984666 3.0 0.31380201822618775
56.11695694923401  seconds  -0.46684050412863964 -0.8161238444984666 3.8000000000000003 0.3133918259679791
53.08063626289368  seconds  -0.46684050412863964 -0.8161238444984666 5.4 0.31257533017005246
54.113386154174805  seconds  -0.46684050412863964 -0.8161238444984666 4.6000000000000005 0.31297481580138425
55.39049530029297  seconds  -0.46684050412863964 -0.8161238444984666 6.2 0.31218989156678456
54.93813109397888  seconds  -0.46684050412863964 -0.8161238444984666 6.4 0.31209555731764055
55.120269536972046  seconds  -0.46684050412863964 -0.8161238444984666 7.2 0.3117269025659089
54.36855959892273  seconds  -0.46684050412863964 -0.8161238444984666 8.0 0.31137125738372484
55.44827604293823  seconds  -0.46684050412863964 -0.8161238444984666 8.8 0.31102816677671913
53.85872149467468  seconds  -0.46684050412863964 -0.8161238444984666 9.600000000000001 0.3106971216404261
52.32359075546265  seconds  -0.46684050412863964 -0.8161238444984666 10.4 0.3103776204427538
55.88995289802551  seconds  -0.46684050412863964 -0.8161238444984666 11.200000000000001 0.3100691633287649
54.71576166152954  seconds  -0.46684050412863964 -0.8161238444984666 12.0 0.3097712584544308
54.38865804672241  seconds  -0.46684050412863964 -0.8161238444984666 6.6000000000000005 0.3120021365920994
53.84521818161011  seconds  -0.46684050412863964 -0.8161238444984666 7.4 0.31163677761537484
54.07471060752869  seconds  -0.46684050412863964 -0.8161238444984666 8.200000000000001 0.3112843266055898
54.36335062980652  seconds  -0.46684050412863964 -0.8161238444984666 9.0 0.31094429592701556
53.91178321838379  seconds  -0.46684050412863964 -0.8161238444984666 9.8 0.31061618432490773
53.24748873710632  seconds  -0.46684050412863964 -0.8161238444984666 10.600000000000001 0.3102994902814166
53.3557333946228  seconds  -0.46684050412863964 -0.8161238444984666 11.4 0.3099937167841088
54.1411817073822  seconds  -0.46684050412863964 -0.8161238444984666 12.200000000000001 0.3096983745809281
54.1169011592865  seconds  -0.46684050412863964 -0.8161238444984666 6.800000000000001 0.3119095897198238
53.58992028236389  seconds  -0.46684050412863964 -0.8161238444984666 7.6000000000000005 0.31154748270415733
53.48257255554199  seconds  -0.46684050412863964 -0.8161238444984666 8.4 0.31119817475108047
54.78289318084717  seconds  -0.46684050412863964 -0.8161238444984666 9.200000000000001 0.31086117100361005
53.7166063785553  seconds  -0.46684050412863964 -0.8161238444984666 10.0 0.31053595966026637
52.71271991729736  seconds  -0.46684050412863964 -0.8161238444984666 10.8 0.31022204247593965
53.04181146621704  seconds  -0.46684050412863964 -0.8161238444984666 11.600000000000001 0.30991892212718725
52.98538041114807  seconds  -0.46684050412863964 -0.8161238444984666 12.4 0.3096261128834213
53.68229961395264  seconds  -0.46684050412863964 -0.8161238444984666 7.0 0.3118178147096558
54.32835817337036  seconds  -0.46684050412863964 -0.8161238444984666 7.800000000000001 0.31145897537875084
53.89808702468872  seconds  -0.46684050412863964 -0.8161238444984666 8.6 0.31111278984763985
54.47636580467224  seconds  -0.46684050412863964 -0.8161238444984666 9.4 0.3107787818209133
53.5295569896698  seconds  -0.46684050412863964 -0.8161238444984666 10.200000000000001 0.310456441197731
52.48494791984558  seconds  -0.46684050412863964 -0.8161238444984666 11.0 0.3101452693477864
52.50427961349487  seconds  -0.46684050412863964 -0.8161238444984666 11.8 0.3098447718372483
52.643855571746826  seconds  -0.46684050412863964 -0.8161238444984666 12.600000000000001 0.3095544660995419
51.58494210243225  seconds  -0.46684050412863964 -0.8161238444984666 12.8 0.3094834270522959
51.14041352272034  seconds  -0.46684050412863964 -0.8161238444984666 13.600000000000001 0.30920520736381335
50.439884185791016  seconds  -0.46684050412863964 -0.8161238444984666 14.4 0.30893615816962544
48.255985736846924  seconds  -0.46684050412863964 -0.8161238444984666 13.0 0.3094129886465684
49.484529972076416  seconds  -0.46684050412863964 -0.8161238444984666 13.8 0.30913710207071027
50.08232045173645  seconds  -0.46684050412863964 -0.8161238444984666 14.600000000000001 0.3088702792512808
48.04509663581848  seconds  -0.46684050412863964 -0.8161238444984666 13.200000000000001 0.30934314384827777
48.29953622817993  seconds  -0.46684050412863964 -0.8161238444984666 14.0 0.3090695631477352
50.711081743240356  seconds  -0.46684050412863964 -0.8161238444984666 14.8 0.3088049409612335
47.839810371398926  seconds  -0.46684050412863964 -0.8161238444984666 13.4 0.30927388570611
48.55236077308655  seconds  -0.46684050412863964 -0.8161238444984666 14.200000000000001 0.3090025840045319
time for calc.... 655.6568207740784
energy at the point.. -0.5494051427471868 -0.763146458061712  is  -3.015605346945449e-05
75 the points 7 chunk numtheads
starting with calculation of Sigma
58.33902168273926  seconds  -0.5494051427471868 -0.763146458061712 0.0 0.31445429252996776
57.93636894226074  seconds  -0.5494051427471868 -0.763146458061712 0.8 0.3148357162342553
52.99359583854675  seconds  -0.5494051427471868 -0.763146458061712 2.4000000000000004 0.3141552147967586
59.61490440368652  seconds  -0.5494051427471868 -0.763146458061712 1.6 0.31455550270927923
63.63778638839722  seconds  -0.5494051427471868 -0.763146458061712 3.2 0.3137069184174524
60.779078006744385  seconds  -0.5494051427471868 -0.763146458061712 4.0 0.31328687111483805
62.25538516044617  seconds  -0.5494051427471868 -0.763146458061712 4.800000000000001 0.3128758790335653
63.92228412628174  seconds  -0.5494051427471868 -0.763146458061712 5.6000000000000005 0.31247993138980096
51.54235863685608  seconds  -0.5494051427471868 -0.763146458061712 2.6 0.31405068048077894
59.61595320701599  seconds  -0.5494051427471868 -0.763146458061712 0.2 0.3147761781208886
59.70839500427246  seconds  -0.5494051427471868 -0.763146458061712 1.0 0.3148077568374599
60.674633502960205  seconds  -0.5494051427471868 -0.763146458061712 1.8 0.3144687497344479
62.543190717697144  seconds  -0.5494051427471868 -0.763146458061712 3.4000000000000004 0.3136014574834127
61.28801202774048  seconds  -0.5494051427471868 -0.763146458061712 4.2 0.3131816974833048
60.80101227760315  seconds  -0.5494051427471868 -0.763146458061712 5.0 0.3127758081783572
64.84528470039368  seconds  -0.5494051427471868 -0.763146458061712 5.800000000000001 0.3123830769462316
52.67501258850098  seconds  -0.5494051427471868 -0.763146458061712 2.8000000000000003 0.3139331320916039
62.62568807601929  seconds  -0.5494051427471868 -0.763146458061712 0.4 0.3145547267957977
66.2859365940094  seconds  -0.5494051427471868 -0.763146458061712 1.2000000000000002 0.3150554592128175
68.07183361053467  seconds  -0.5494051427471868 -0.763146458061712 2.0 0.31437907064467646
71.4809501171112  seconds  -0.5494051427471868 -0.763146458061712 3.6 0.31349817686360265
72.27775621414185  seconds  -0.5494051427471868 -0.763146458061712 4.4 0.3130790539013736
72.6773362159729  seconds  -0.5494051427471868 -0.763146458061712 5.2 0.3126760509594715
62.17033648490906  seconds  -0.5494051427471868 -0.763146458061712 3.0 0.3138160576155959
76.33361172676086  seconds  -0.5494051427471868 -0.763146458061712 6.0 0.3122870880312156
72.83091115951538  seconds  -0.5494051427471868 -0.763146458061712 0.6000000000000001 0.31551457681329204
72.96006608009338  seconds  -0.5494051427471868 -0.763146458061712 1.4000000000000001 0.3146623394112316
70.90504336357117  seconds  -0.5494051427471868 -0.763146458061712 2.2 0.31425564102712256
66.03807830810547  seconds  -0.5494051427471868 -0.763146458061712 3.8000000000000003 0.3133924081969601
65.2133469581604  seconds  -0.5494051427471868 -0.763146458061712 4.6000000000000005 0.31297691366502234
63.7918062210083  seconds  -0.5494051427471868 -0.763146458061712 5.4 0.3125776202905682
52.11262226104736  seconds  -0.5494051427471868 -0.763146458061712 6.4 0.3120976993368006
63.41057825088501  seconds  -0.5494051427471868 -0.763146458061712 6.2 0.31219194664654987
61.3054895401001  seconds  -0.5494051427471868 -0.763146458061712 7.2 0.3117290213458339
62.85405611991882  seconds  -0.5494051427471868 -0.763146458061712 8.0 0.3113733769219748
60.85669922828674  seconds  -0.5494051427471868 -0.763146458061712 8.8 0.311030278558595
52.31353163719177  seconds  -0.5494051427471868 -0.763146458061712 6.6000000000000005 0.31200427672970743
63.55764579772949  seconds  -0.5494051427471868 -0.763146458061712 9.600000000000001 0.31069922652745263
62.550209045410156  seconds  -0.5494051427471868 -0.763146458061712 10.4 0.31037971863407265
61.514060974121094  seconds  -0.5494051427471868 -0.763146458061712 11.200000000000001 0.31007125505528854
63.68387222290039  seconds  -0.5494051427471868 -0.763146458061712 12.0 0.3097733439574553
62.35857129096985  seconds  -0.5494051427471868 -0.763146458061712 7.4 0.31163890693485286
51.05268955230713  seconds  -0.5494051427471868 -0.763146458061712 6.800000000000001 0.3119117022168716
64.84822249412537  seconds  -0.5494051427471868 -0.763146458061712 8.200000000000001 0.3112864456419184
65.20660710334778  seconds  -0.5494051427471868 -0.763146458061712 9.0 0.3109464058091073
62.72117877006531  seconds  -0.5494051427471868 -0.763146458061712 9.8 0.31061828692421456
63.94094204902649  seconds  -0.5494051427471868 -0.763146458061712 10.600000000000001 0.3103015867305502
61.42931866645813  seconds  -0.5494051427471868 -0.763146458061712 11.4 0.3099958069494339
64.28412747383118  seconds  -0.5494051427471868 -0.763146458061712 12.200000000000001 0.30970045853569583
52.87612700462341  seconds  -0.5494051427471868 -0.763146458061712 7.0 0.31181995050650146
64.29615712165833  seconds  -0.5494051427471868 -0.763146458061712 7.6000000000000005 0.3115495991556748
61.45181465148926  seconds  -0.5494051427471868 -0.763146458061712 8.4 0.31120029061742294
63.62105393409729  seconds  -0.5494051427471868 -0.763146458061712 9.200000000000001 0.31086327815518844
62.584174394607544  seconds  -0.5494051427471868 -0.763146458061712 10.0 0.3105380609283449
61.7344753742218  seconds  -0.5494051427471868 -0.763146458061712 10.8 0.31022413729799336
62.17224884033203  seconds  -0.5494051427471868 -0.763146458061712 11.600000000000001 0.3099210107349351
64.33833742141724  seconds  -0.5494051427471868 -0.763146458061712 12.4 0.30962819529557095
55.52082562446594  seconds  -0.5494051427471868 -0.763146458061712 12.8 0.3094855063971052
70.66009163856506  seconds  -0.5494051427471868 -0.763146458061712 7.800000000000001 0.3114610924656371
69.76660299301147  seconds  -0.5494051427471868 -0.763146458061712 8.6 0.3111149041989562
74.27384066581726  seconds  -0.5494051427471868 -0.763146458061712 9.4 0.3107808876481477
73.40401721000671  seconds  -0.5494051427471868 -0.763146458061712 10.200000000000001 0.31045854077749313
72.94125270843506  seconds  -0.5494051427471868 -0.763146458061712 11.0 0.31014736262887366
73.23355078697205  seconds  -0.5494051427471868 -0.763146458061712 11.8 0.3098468588913026
58.75878930091858  seconds  -0.5494051427471868 -0.763146458061712 13.0 0.3094150664474554
70.67518067359924  seconds  -0.5494051427471868 -0.763146458061712 12.600000000000001 0.3095565469776228
59.754048109054565  seconds  -0.5494051427471868 -0.763146458061712 13.600000000000001 0.30920728054748914
57.056283712387085  seconds  -0.5494051427471868 -0.763146458061712 14.4 0.3089382251948667
51.202234506607056  seconds  -0.5494051427471868 -0.763146458061712 13.200000000000001 0.3093452201030831
48.171730518341064  seconds  -0.5494051427471868 -0.763146458061712 13.8 0.3091391737148257
47.288503646850586  seconds  -0.5494051427471868 -0.763146458061712 14.600000000000001 0.3088723447345841
50.72803497314453  seconds  -0.5494051427471868 -0.763146458061712 13.4 0.30927596042174577
47.913384437561035  seconds  -0.5494051427471868 -0.763146458061712 14.0 0.30907163324971015
47.9241042137146  seconds  -0.5494051427471868 -0.763146458061712 14.8 0.3088070049028862
46.99893403053284  seconds  -0.5494051427471868 -0.763146458061712 14.200000000000001 0.3090046525711135
time for calc.... 727.9112858772278
energy at the point.. -0.6316946223386433 -0.697088222511951  is  -3.426924013183452e-05
75 the points 7 chunk numtheads
starting with calculation of Sigma
59.418742179870605  seconds  -0.6316946223386433 -0.697088222511951 0.0 0.31526341814672193
60.847922801971436  seconds  -0.6316946223386433 -0.697088222511951 0.8 0.31510199639964315
63.3307204246521  seconds  -0.6316946223386433 -0.697088222511951 1.6 0.31454401916305774
66.25155067443848  seconds  -0.6316946223386433 -0.697088222511951 2.4000000000000004 0.3141525999626023
65.5680091381073  seconds  -0.6316946223386433 -0.697088222511951 3.2 0.31371722996539386
66.7264039516449  seconds  -0.6316946223386433 -0.697088222511951 4.0 0.31329291032719925
66.78057169914246  seconds  -0.6316946223386433 -0.697088222511951 4.800000000000001 0.31288241697266217
63.33950901031494  seconds  -0.6316946223386433 -0.697088222511951 5.6000000000000005 0.3124862079607337
64.09220886230469  seconds  -0.6316946223386433 -0.697088222511951 0.2 0.31509963705866756
65.39451289176941  seconds  -0.6316946223386433 -0.697088222511951 1.0 0.3148245718101236
63.43228507041931  seconds  -0.6316946223386433 -0.697088222511951 1.8 0.3145445512378107
63.88772511482239  seconds  -0.6316946223386433 -0.697088222511951 2.6 0.3140480581390991
65.03700828552246  seconds  -0.6316946223386433 -0.697088222511951 3.4000000000000004 0.31360960528866905
54.91817665100098  seconds  -0.6316946223386433 -0.697088222511951 5.800000000000001 0.31238936066472933
62.45042181015015  seconds  -0.6316946223386433 -0.697088222511951 4.2 0.3131887688554297
62.87559795379639  seconds  -0.6316946223386433 -0.697088222511951 5.0 0.31278198563470794
59.19727540016174  seconds  -0.6316946223386433 -0.697088222511951 0.4 0.314938440490914
58.63331842422485  seconds  -0.6316946223386433 -0.697088222511951 1.2000000000000002 0.31498523579574694
56.14654803276062  seconds  -0.6316946223386433 -0.697088222511951 2.0 0.31439366899289034
59.43113398551941  seconds  -0.6316946223386433 -0.697088222511951 2.8000000000000003 0.3139365949889321
53.4753201007843  seconds  -0.6316946223386433 -0.697088222511951 6.0 0.31229338335566137
55.79679775238037  seconds  -0.6316946223386433 -0.697088222511951 3.6 0.3135036618136114
56.839646100997925  seconds  -0.6316946223386433 -0.697088222511951 4.4 0.31308596015972656
58.53113603591919  seconds  -0.6316946223386433 -0.697088222511951 5.2 0.3126825065923068
57.43148374557495  seconds  -0.6316946223386433 -0.697088222511951 0.6000000000000001 0.3161808762271575
54.93289232254028  seconds  -0.6316946223386433 -0.697088222511951 2.2 0.3142822101238135
60.069955825805664  seconds  -0.6316946223386433 -0.697088222511951 1.4000000000000001 0.3148094652951341
53.11321234703064  seconds  -0.6316946223386433 -0.697088222511951 6.2 0.3121982652353166
58.07633662223816  seconds  -0.6316946223386433 -0.697088222511951 3.0 0.31382830527141165
57.63439989089966  seconds  -0.6316946223386433 -0.697088222511951 3.8000000000000003 0.31339775646318924
58.22667694091797  seconds  -0.6316946223386433 -0.697088222511951 4.6000000000000005 0.3129836963801763
57.09563136100769  seconds  -0.6316946223386433 -0.697088222511951 5.4 0.31258392184722583
57.16014790534973  seconds  -0.6316946223386433 -0.697088222511951 6.4 0.31210399795435073
51.60449528694153  seconds  -0.6316946223386433 -0.697088222511951 7.2 0.31173529900196506
52.32056665420532  seconds  -0.6316946223386433 -0.697088222511951 8.8 0.31103651171178903
58.157334089279175  seconds  -0.6316946223386433 -0.697088222511951 8.0 0.31137963114987444
56.44931197166443  seconds  -0.6316946223386433 -0.697088222511951 9.600000000000001 0.31070543773978543
56.29961442947388  seconds  -0.6316946223386433 -0.697088222511951 10.4 0.3103859089683088
56.74466848373413  seconds  -0.6316946223386433 -0.697088222511951 11.200000000000001 0.3100774245983652
56.6353759765625  seconds  -0.6316946223386433 -0.697088222511951 12.0 0.3097794930017157
53.4748649597168  seconds  -0.6316946223386433 -0.697088222511951 7.4 0.311645177158925
58.80648946762085  seconds  -0.6316946223386433 -0.697088222511951 6.6000000000000005 0.31201057621984557
52.9864559173584  seconds  -0.6316946223386433 -0.697088222511951 9.0 0.31095263355081426
59.20546269416809  seconds  -0.6316946223386433 -0.697088222511951 8.200000000000001 0.3112926951720135
58.4483699798584  seconds  -0.6316946223386433 -0.697088222511951 9.8 0.3106244929639817
57.406020402908325  seconds  -0.6316946223386433 -0.697088222511951 10.600000000000001 0.3103077717740978
57.009761333465576  seconds  -0.6316946223386433 -0.697088222511951 11.4 0.31000197134467417
58.211389780044556  seconds  -0.6316946223386433 -0.697088222511951 12.200000000000001 0.30970660248150916
51.43228244781494  seconds  -0.6316946223386433 -0.697088222511951 7.6000000000000005 0.3115558665954478
52.22079634666443  seconds  -0.6316946223386433 -0.697088222511951 9.200000000000001 0.31086950042118794
59.51990294456482  seconds  -0.6316946223386433 -0.697088222511951 6.800000000000001 0.3119179884925401
59.03511166572571  seconds  -0.6316946223386433 -0.697088222511951 8.4 0.31120653498333395
59.57863783836365  seconds  -0.6316946223386433 -0.697088222511951 10.0 0.3105442617785074
57.256288290023804  seconds  -0.6316946223386433 -0.697088222511951 10.8 0.31023031717953914
59.2700731754303  seconds  -0.6316946223386433 -0.697088222511951 11.600000000000001 0.309927170003264
58.54450511932373  seconds  -0.6316946223386433 -0.697088222511951 12.4 0.3096343341517537
53.89463710784912  seconds  -0.6316946223386433 -0.697088222511951 7.800000000000001 0.311467352486239
51.74747085571289  seconds  -0.6316946223386433 -0.697088222511951 9.4 0.3107871043915448
60.85707402229309  seconds  -0.6316946223386433 -0.697088222511951 7.0 0.3118262310996773
57.49898719787598  seconds  -0.6316946223386433 -0.697088222511951 8.6 0.31112114295350896
58.27654004096985  seconds  -0.6316946223386433 -0.697088222511951 10.200000000000001 0.3104647362367245
58.062883138656616  seconds  -0.6316946223386433 -0.697088222511951 11.0 0.31015353735189005
58.07062864303589  seconds  -0.6316946223386433 -0.697088222511951 11.8 0.30985301304309093
56.48639678955078  seconds  -0.6316946223386433 -0.697088222511951 12.600000000000001 0.3095626807522592
51.19362425804138  seconds  -0.6316946223386433 -0.697088222511951 12.8 0.3094916350964334
51.54427170753479  seconds  -0.6316946223386433 -0.697088222511951 13.600000000000001 0.3092133889794726
51.721994400024414  seconds  -0.6316946223386433 -0.697088222511951 14.4 0.3089443133728053
50.2163405418396  seconds  -0.6316946223386433 -0.697088222511951 13.0 0.30942119007541685
49.16887879371643  seconds  -0.6316946223386433 -0.697088222511951 13.8 0.30914527708478023
50.0762243270874  seconds  -0.6316946223386433 -0.697088222511951 14.600000000000001 0.3088784278437883
50.053637981414795  seconds  -0.6316946223386433 -0.697088222511951 13.200000000000001 0.3093513386630353
50.58423089981079  seconds  -0.6316946223386433 -0.697088222511951 14.0 0.309077731556812
50.915496826171875  seconds  -0.6316946223386433 -0.697088222511951 14.8 0.30881308293981335
49.31367516517639  seconds  -0.6316946223386433 -0.697088222511951 13.4 0.3092820739166527
48.97256135940552  seconds  -0.6316946223386433 -0.697088222511951 14.200000000000001 0.3090107458145937
time for calc.... 678.4516839981079
energy at the point.. -0.6998534126458442 -0.6292916123424597  is  -2.4675983667066248e-05
75 the points 7 chunk numtheads
starting with calculation of Sigma
62.17723751068115  seconds  -0.6998534126458442 -0.6292916123424597 0.0 0.31555335216403135
63.15548038482666  seconds  -0.6998534126458442 -0.6292916123424597 0.8 0.3151645550079997
66.42749333381653  seconds  -0.6998534126458442 -0.6292916123424597 1.6 0.3145989222189543
68.4363284111023  seconds  -0.6998534126458442 -0.6292916123424597 2.4000000000000004 0.3141638148716123
62.924588203430176  seconds  -0.6998534126458442 -0.6292916123424597 4.0 0.31330002756488956
67.86132335662842  seconds  -0.6998534126458442 -0.6292916123424597 3.2 0.313726231309441
63.074092626571655  seconds  -0.6998534126458442 -0.6292916123424597 5.6000000000000005 0.31249338142171484
69.08167886734009  seconds  -0.6998534126458442 -0.6292916123424597 4.800000000000001 0.3128895455570957
57.03724670410156  seconds  -0.6998534126458442 -0.6292916123424597 0.2 0.3160698438288246
61.99503779411316  seconds  -0.6998534126458442 -0.6292916123424597 1.0 0.3149683095476758
61.57439923286438  seconds  -0.6998534126458442 -0.6292916123424597 1.8 0.31448319784947826
55.736793994903564  seconds  -0.6998534126458442 -0.6292916123424597 4.2 0.31319597996252535
61.7941415309906  seconds  -0.6998534126458442 -0.6292916123424597 2.6 0.31405590970884784
61.991614818573  seconds  -0.6998534126458442 -0.6292916123424597 3.4000000000000004 0.3136171577122014
55.56579947471619  seconds  -0.6998534126458442 -0.6292916123424597 5.800000000000001 0.3123965252759801
62.09770226478577  seconds  -0.6998534126458442 -0.6292916123424597 5.0 0.31278918814332135
